ds,yhat,yhat_lower,yhat_upper,metric
2019-03-27,1518.2003624475665,591.9235405904384,2463.8077673076264,txn_count
2019-03-28,1725.2932648051878,785.6448946963743,2663.649039635462,txn_count
2019-03-29,1787.8746696610524,872.8473756090522,2706.006061450654,txn_count
2019-03-30,2449.2107240125674,1476.4717981632284,3404.1520396471014,txn_count
2019-03-31,3063.98233069087,2180.925443676431,3941.0332005634264,txn_count
2019-04-01,3160.4796256526192,2192.1030628448552,4036.955920299676,txn_count
2019-04-02,1894.0995380372663,992.9864712404391,2812.297983199988,txn_count
2019-04-03,1521.0108870907884,670.0348112519027,2357.861448752814,txn_count
2019-04-04,1737.7594643023908,822.2713150948821,2584.854222215946,txn_count
2019-04-05,1809.2242327011043,926.4379324820518,2777.919895967023,txn_count
2019-04-06,2478.4430507795637,1542.9473155303428,3403.994773904109,txn_count
2019-04-07,3099.905775943955,2131.818117771319,4056.344881174943,txn_count
2019-04-08,3201.7514877055564,2329.2614292161097,4152.170696974431,txn_count
2019-04-09,1939.2676863291952,1029.2566652605967,2912.986702879408,txn_count
2019-04-10,1568.5559517543302,703.5419447695671,2461.9418444868306,txn_count
2019-04-11,1786.1365686164763,896.6168400371331,2642.4454581905684,txn_count
2019-04-12,1856.9033298276258,878.1989586362241,2773.171366541153,txn_count
2019-04-13,2523.947025739315,1565.6045991290441,3447.4760861513023,txn_count
2019-04-14,3141.8455880368547,2163.7042967930165,4062.238630690797,txn_count
2019-04-15,3238.8577505494477,2281.9873734309317,4165.940525671037,txn_count
2019-04-16,1970.4182246042355,1047.5162766388032,2853.8634981109335,txn_count
2019-04-17,1592.7989810111478,658.9112132507677,2508.9201795532604,txn_count
2019-04-18,1802.709296622946,947.6104456696366,2710.2981490074785,txn_count
2019-04-19,1865.2458876114356,929.3568615797379,2818.4974956767755,txn_count
2019-04-20,2523.711750634108,1545.220450995542,3407.931199406074,txn_count
2019-04-21,3132.9017804224063,2149.6830052546206,4051.0779455895613,txn_count
2019-04-22,3221.2921134193025,2284.250883465088,4105.002492405687,txn_count
2019-04-23,1944.5312525265654,983.1142206700075,2813.549087614344,txn_count
2019-04-24,1559.0976422433966,629.9111457746384,2465.72630641801,txn_count
2019-04-25,1761.8963654219747,768.0605460375197,2699.02289558425,txn_count
2019-04-26,1818.2063176166594,915.5131088543202,2745.0376831332665,txn_count
2019-04-27,2471.496485645225,1563.0055162198423,3436.8754195754946,txn_count
2019-04-28,3076.7093944683083,2191.2824383288785,3962.824345688808,txn_count
2019-04-29,3162.448657418139,2195.544451916362,4026.1912720564055,txn_count
2019-04-30,1884.4686624767292,908.6065431852768,2785.400661132816,txn_count
2019-05-01,1499.3310363677951,593.032590203475,2438.101505639274,txn_count
2019-05-02,1703.9995554786556,836.5531780623891,2611.4314958330892,txn_count
2019-05-03,1763.7896888245596,847.2357876030167,2592.905347367891,txn_count
2019-05-04,2422.18165194348,1472.3755285516297,3378.6588449694636,txn_count
2019-05-05,3034.1047307496624,2169.709487877543,3946.280960272808,txn_count
2019-05-06,3128.1249318698888,2187.9033603463517,4037.821915302548,txn_count
2019-05-07,1859.9349519786679,964.5216698384307,2776.66128256864,txn_count
2019-05-08,1486.0111029920647,549.3876311076904,2432.734290413028,txn_count
2019-05-09,1703.2098366502955,770.3488510200332,2578.4566136945136,txn_count
2019-05-10,1776.7152035746722,916.6708195761253,2748.806101668002,txn_count
2019-05-11,2449.8558606118595,1565.12654635263,3401.9186889228777,txn_count
2019-05-12,3077.3896864736453,2128.494267857433,3980.2458052846346,txn_count
2019-05-13,3187.692945106395,2295.591841934579,4049.3292298138044,txn_count
2019-05-14,1936.252041469104,1020.5225443909653,2830.2955215751113,txn_count
2019-05-15,1579.322529267702,658.7937973095852,2447.0815759130537,txn_count
2019-05-16,1813.528033087844,909.8407321958657,2757.680766275171,txn_count
2019-05-17,1903.8104326167281,992.5922162573414,2843.3590287805837,txn_count
2019-05-18,2593.24992701461,1706.9273270019635,3507.1005324165076,txn_count
2019-05-19,3236.3529625635015,2315.9520994898176,4231.979266843044,txn_count
2019-05-20,3361.2452970386926,2420.074804952954,4300.619484259279,txn_count
2019-05-21,2123.167508243261,1239.472617919473,3040.9885684646097,txn_count
2019-05-22,1778.1382650837247,819.1789938428444,2665.4596527356994,txn_count
2019-05-23,2022.5576101427782,1118.8760537807016,2930.798926932129,txn_count
2019-05-24,2121.161597127611,1194.0685098515662,3028.7972070439887,txn_count
2019-05-25,2816.8468133162105,1927.2640798097475,3781.260389267205,txn_count
2019-05-26,3463.962741402039,2580.7059439655072,4393.9658484132015,txn_count
2019-05-27,3590.508773314849,2725.696920813117,4524.206213073298,txn_count
2019-05-28,2351.6337740879035,1406.7487449239911,3277.8718172963336,txn_count
2019-05-29,2003.3026914471538,1043.450831019392,2854.132268541782,txn_count
2019-05-30,2241.9026958673485,1298.5566461023805,3149.225849803751,txn_count
2019-05-31,2332.2000117467533,1413.053679822901,3294.7996607520226,txn_count
2019-06-01,3017.165866170242,2053.1768497272005,3933.271114399605,txn_count
2019-06-02,3651.2694187553684,2683.5592421527926,4645.695520548148,txn_count
2019-06-03,3762.674410652101,2832.400534786063,4785.29536052231,txn_count
2019-06-04,2506.7373764171543,1650.2906255629525,3423.6014027914653,txn_count
2019-06-05,2139.665561155769,1191.000575059296,3084.890852983958,txn_count
2019-06-06,2358.1386323920738,1510.7943340701881,3251.8882235093497,txn_count
2019-06-07,2427.2421491637247,1511.5806190650078,3321.013231382304,txn_count
2019-06-08,3090.294485964433,2128.166849054101,4046.6999409667433,txn_count
2019-06-09,3702.133544683361,2791.3337913893015,4616.313029819575,txn_count
2019-06-10,3791.306422737316,2912.6701393887606,4692.272699660066,txn_count
2019-06-11,2513.5600159202636,1602.7469107711465,3438.759293761945,txn_count
2019-06-12,2125.4971793912173,1232.9604835482828,3044.21872777421,txn_count
2019-06-13,2324.1711060595835,1389.0748490082035,3254.595523282827,txn_count
2019-06-14,2375.029301610626,1469.4623903917125,3314.298253193782,txn_count
2019-06-15,3021.7258420459025,2126.007169949129,3939.189783400343,txn_count
2019-06-16,3619.400071779196,2703.5451332271987,4574.501731111196,txn_count
2019-06-17,3696.858803837591,2736.8304066309593,4592.449230502521,txn_count
2019-06-18,2410.060210452559,1534.2288439027452,3325.273326143209,txn_count
2019-06-19,2015.7642254351028,1018.0183307399685,2935.698391550411,txn_count
2019-06-20,2211.1222976173513,1324.750430606929,3109.161871274397,txn_count
2019-06-21,2261.6180309590864,1319.2507893081734,3189.8979194630456,txn_count
2019-06-22,2910.8738923388596,1959.7880587904108,3857.384982235257,txn_count
2019-06-23,3513.940398952873,2612.939479909969,4438.9761189746205,txn_count
2019-06-24,3599.4685821585426,2689.3597940516943,4490.859816050044,txn_count
2019-06-25,2323.200252173525,1413.4142348344556,3254.948863840018,txn_count
2019-06-26,1941.6226979293076,1084.835646566304,2884.397813732493,txn_count
2019-06-27,2151.564223788629,1270.8538553740048,3029.7101750751394,txn_count
2019-06-28,2218.1419467898545,1334.1269996618234,3153.0259340574567,txn_count
2019-06-29,2884.5805151799223,1974.5530227483625,3761.8790211310693,txn_count
2019-06-30,3505.4998100852354,2557.952834764061,4388.345530569261,txn_count
2019-07-01,3609.1085250452043,2704.846320756116,4524.837662452946,txn_count
2019-07-02,2350.70157653511,1411.3369924329568,3252.591358553559,txn_count
2019-07-03,1986.3258679709438,1095.035636012604,2877.874679753128,txn_count
2019-07-04,2212.3868902912686,1211.6555418146045,3082.2818881579587,txn_count
2019-07-05,2293.6072893287974,1343.4009351086713,3200.744039470492,txn_count
2019-07-06,2972.855768615146,2040.1391552491914,3863.092047552228,txn_count
2019-07-07,3604.44410678238,2724.5909846259196,4532.2804288061825,txn_count
2019-07-08,3716.32891921749,2763.6037483542464,4607.113436794031,txn_count
2019-07-09,2463.611346680577,1563.012955803348,3368.521261891361,txn_count
2019-07-10,2102.2216404599394,1245.1193018323738,3034.3012240830312,txn_count
2019-07-11,2328.5156517276423,1458.0103833230414,3246.595871374943,txn_count
2019-07-12,2407.2395403807686,1506.8760514236242,3317.773668687875,txn_count
2019-07-13,3081.358344521115,2171.6518955886077,4003.204292102247,txn_count
2019-07-14,3705.3506992911452,2785.977942713363,4670.605756705987,txn_count
2019-07-15,3807.406367332252,2819.284265998326,4701.024518408606,txn_count
2019-07-16,2542.9243811521756,1612.9854009709775,3460.53471269581,txn_count
2019-07-17,2168.176252468113,1280.2688565055992,3011.959679792724,txn_count
2019-07-18,2379.9067531119563,1430.8156642891165,3324.624941340437,txn_count
2019-07-19,2443.283509555784,1546.0271797188964,3344.159345613269,txn_count
2019-07-20,3101.7139801209128,2237.8427645323227,4006.295303005663,txn_count
2019-07-21,3710.1278794122554,2830.834071656368,4671.6247414956915,txn_count
2019-07-22,3797.1620433599446,2923.9202412435243,4857.245563022209,txn_count
2019-07-23,2518.645881747408,1670.9990654409648,3384.769158810949,txn_count
2019-07-24,2131.2522259787834,1158.7680690685813,3045.347942231469,txn_count
2019-07-25,2332.086425581566,1440.7033784048306,3291.26221159571,txn_count
2019-07-26,2386.624227461744,1446.152606522126,3319.844483613821,txn_count
2019-07-27,3038.522534583411,2145.4591332257296,3925.0986486984966,txn_count
2019-07-28,3642.890956226618,2655.3470532795895,4565.57773420053,txn_count
2019-07-29,3728.47181305859,2810.9922133397495,4635.163441638139,txn_count
2019-07-30,2451.1217180580443,1477.3811997857772,3346.582691871948,txn_count
2019-07-31,2067.4607197825817,1159.7114334675132,2965.9212252511975,txn_count
2019-08-01,2274.461937957587,1355.4245926574254,3157.8737238630133,txn_count
2019-08-02,2337.3932830509652,1480.919839639129,3317.7064146313414,txn_count
2019-08-03,2999.630091805329,2124.367967500401,3894.985467544108,txn_count
2019-08-04,3615.9369106955564,2724.107107219279,4564.4094177872275,txn_count
2019-08-05,3714.655486588056,2739.094600828033,4634.991472634792,txn_count
2019-08-06,2451.1970725618094,1501.4821964287983,3374.3434283723172,txn_count
2019-08-07,2081.7037124764825,1148.5547585853963,2920.660286735943,txn_count
2019-08-08,2302.6511109394223,1392.9368492811263,3211.3871806845027,txn_count
2019-08-09,2378.80432205644,1422.19514748381,3282.8696154291774,txn_count
2019-08-10,3053.0447052427407,2085.9741640688917,3970.6018833642465,txn_count
2019-08-11,3679.6659817106174,2768.6844464290425,4544.54555272371,txn_count
2019-08-12,3786.5760488097676,2872.415338752471,4681.324013290505,txn_count
2019-08-13,2528.801427934469,1647.267877956362,3488.1358582711155,txn_count
2019-08-14,2162.1628233295323,1238.4894014071285,3026.164890423965,txn_count
2019-08-15,2382.8856744890068,1406.7721178523109,3344.1813974336765,txn_count
2019-08-16,2455.5650082200214,1492.2985533561036,3349.293182204874,txn_count
2019-08-17,3122.99859295802,2199.33000998435,4012.0079688100923,txn_count
2019-08-18,3739.4868672652165,2802.257866886164,4675.046313758944,txn_count
2019-08-19,3833.036163418521,2957.9653312667156,4733.53980377535,txn_count
2019-08-20,2558.8628712749623,1610.6553740212833,3451.1620180113255,txn_count
2019-08-21,2173.062832815381,1186.580218173843,3112.567990526273,txn_count
2019-08-22,2372.218301884694,1470.3039130438947,3263.2589319891995,txn_count
2019-08-23,2421.3535404132026,1522.6698132001582,3415.559559606084,txn_count
2019-08-24,3063.7574531315586,2149.269148888125,4019.0338135741367,txn_count
2019-08-25,3654.2711664581548,2730.4640171117903,4535.330850991239,txn_count
2019-08-26,3721.477398580636,2784.2944760249525,4646.850644340701,txn_count
2019-08-27,2421.189637542679,1485.7185370597817,3300.442939047176,txn_count
2019-08-28,2010.1058250979627,1114.0247313486952,2834.9491256144966,txn_count
2019-08-29,2185.399312469211,1310.9377908320087,3067.4222895622092,txn_count
2019-08-30,2212.658536655765,1352.9795309162555,3182.1276589862287,txn_count
2019-08-31,2835.694596711934,1935.6079970133512,3829.484241183745,txn_count
2019-09-01,3409.814399663793,2485.7358498793687,4398.809943616231,txn_count
2019-09-02,3463.9972961528283,2609.6253432915564,4458.971408797088,txn_count
2019-09-03,2154.373258115631,1198.1785586317942,3020.5652658184013,txn_count
2019-09-04,1737.8676841062297,778.9886478177997,2665.0955799421577,txn_count
2019-09-05,1911.7858623113116,1053.4834254078398,2833.724623105828,txn_count
2019-09-06,1941.748804970041,1043.6278918025462,2845.4585933059134,txn_count
2019-09-07,2571.499426828793,1755.9648854324,3438.7114982235053,txn_count
2019-09-08,3156.177455300557,2234.395661276893,4143.749510894711,txn_count
2019-09-09,3224.500298044195,2279.744227621408,4205.10135072543,txn_count
2019-09-10,1932.248148798904,1076.2354332440418,2831.888162476146,txn_count
2019-09-11,1535.918169621852,612.0592954465166,2495.101563042928,txn_count
2019-09-12,1732.3205279092215,718.9868436256386,2635.0378558090742,txn_count
2019-09-13,1786.5276856875025,931.2397201174508,2674.825689839525,txn_count
2019-09-14,2441.695541755761,1577.0723474547406,3313.204247366242,txn_count
2019-09-15,3052.3543965474446,2104.005663624708,3920.680700464443,txn_count
2019-09-16,3146.604920701986,2244.7326551103893,4016.54967911214,txn_count
2019-09-17,1879.6248993633608,1072.6000923511522,2802.0098307445137,txn_count
2019-09-18,1507.3351803577611,581.424617260408,2444.0855050354107,txn_count
2019-09-19,1726.013058177075,802.587531343282,2593.2233856562366,txn_count
2019-09-20,1800.2560712331424,908.9783828612335,2742.5848844471993,txn_count
2019-09-21,2472.8159830901122,1573.0907557099188,3430.7528692757173,txn_count
2019-09-22,3097.900540341847,2189.9359137065258,4062.0533873272007,txn_count
2019-09-23,3203.379460471036,2214.4598677632353,4145.802658568187,txn_count
2019-09-24,1944.2922033366722,1077.1422896231238,2845.8675602466,txn_count
2019-09-25,1576.521703795605,636.2606481950558,2505.7223378913995,txn_count
2019-09-26,1796.4062694127215,855.114313127546,2692.4270995792936,txn_count
2019-09-27,1868.7005699004194,896.9082083330287,2785.289921267846,txn_count
2019-09-28,2536.403966191146,1616.7658609124308,3473.884112341119,txn_count
2019-09-29,3154.0539256833245,2268.8328863408174,4089.0694431363354,txn_count
2019-09-30,3249.9212112399823,2332.123489735463,4225.037360111645,txn_count
2019-10-01,1979.504706019898,952.7313330830215,2893.0100481798413,txn_count
2019-10-02,1599.1904260514011,644.4080619908091,2565.1624706455805,txn_count
2019-10-03,1805.841827666808,967.5136924345,2734.09929957479,txn_count
2019-10-04,1864.7604455185892,929.8623247081565,2853.0951057063908,txn_count
2019-10-05,2519.4803429927592,1546.1819054346038,3454.511219374122,txn_count
2019-10-06,3125.0499122817187,2213.619198677307,4046.9315090465125,txn_count
2019-10-07,3210.2105977260244,2236.351429822439,4196.610573162449,txn_count
2019-10-08,1930.8764385107097,1021.9737794209929,2789.0441926708086,txn_count
2019-10-09,1543.7794603289278,634.8447024449652,2456.867091073643,txn_count
2019-10-10,1746.0539842070484,829.3816430564009,2625.842215883268,txn_count
2019-10-11,1803.1716302279817,849.2528012475705,2758.44594439231,txn_count
2019-10-12,2458.746076930091,1482.5095696432306,3282.562403389042,txn_count
2019-10-13,3067.806073175943,2132.634066828636,3978.914141623323,txn_count
2019-10-14,3158.97405488789,2177.930932645616,4129.455020765326,txn_count
2019-10-15,1887.9487874692245,931.6235846440792,2811.271318817721,txn_count
2019-10-16,1511.1570206321444,575.2237244507411,2401.06006379853,txn_count
2019-10-17,1725.3470861268904,723.7526246402725,2667.459220524306,txn_count
2019-10-18,1795.5359861974725,906.8365785979485,2749.3226841273654,txn_count
2019-10-19,2464.8287165759934,1552.4332980509246,3353.7753494797776,txn_count
2019-10-20,3087.707735914456,2187.564453952747,3977.700833741568,txn_count
2019-10-21,3192.2304128062974,2242.488301972454,4123.62276130527,txn_count
2019-10-22,1933.5304617015636,1051.6078006387995,2870.908582205287,txn_count
2019-10-23,1567.4896777783508,672.5896899940238,2450.861655665848,txn_count
2019-10-24,1790.3513659744417,916.311622714487,2732.893120646183,txn_count
2019-10-25,1866.6865989223584,980.7715622996875,2752.1909120649043,txn_count
2019-10-26,2539.2314522177876,1614.4275799469706,3415.0990066644576,txn_count
2019-10-27,3162.1927461287755,2294.6090779530455,4048.369157195458,txn_count
2019-10-28,3263.4586499548723,2319.3879609955043,4142.495555379726,txn_count
2019-10-29,1998.111573249566,1028.8473584375117,2808.5345645970283,txn_count
2019-10-30,1622.1073624717362,704.2381458390965,2492.340547379207,txn_count
2019-10-31,1831.8928219039035,824.6076085306861,2763.436025696361,txn_count
2019-11-01,1892.372278864062,998.9208623442759,2759.8245218863967,txn_count
2019-11-02,2546.7412182107228,1654.1155790452317,3477.0575631867114,txn_count
2019-11-03,3149.7844996183526,2180.0673526046435,4095.879937576397,txn_count
2019-11-04,3230.0756086274105,2309.2307085976595,4129.449879669154,txn_count
2019-11-05,1943.4745703452847,1048.4709841959598,2900.908186416014,txn_count
2019-11-06,1546.787494792995,600.4440809731715,2481.0142062909595,txn_count
2019-11-07,1737.3669865814938,771.3051554186966,2750.3942597016185,txn_count
2019-11-08,1781.0510340858968,832.3074843180376,2675.685844362155,txn_count
2019-11-09,2421.972588859769,1494.0383198670693,3385.07722640936,txn_count
2019-11-10,3015.831189405774,2126.4990593012926,3951.3806735785474,txn_count
2019-11-11,3092.0651323581233,2140.7967007741263,3982.6897818764924,txn_count
2019-11-12,1807.3225413167177,890.4950398306174,2694.643031948171,txn_count
2019-11-13,1419.0963951724664,517.2349522471975,2373.900006489487,txn_count
2019-11-14,1625.2966692835398,748.2420327570636,2562.081120287396,txn_count
2019-11-15,1692.17150633753,789.5382149405735,2665.585794251029,txn_count
2019-11-16,2364.0966697520053,1451.5505294696559,3304.793327286878,txn_count
2019-11-17,2996.832019733514,2041.4737235091525,3824.395486678386,txn_count
2019-11-18,3119.682655258098,2221.153834641856,4023.687109917043,txn_count
2019-11-19,1888.9634764115801,980.0050669030347,2797.837931505558,txn_count
2019-11-20,1561.6325240634376,663.2293588379,2527.271912804714,txn_count
2019-11-21,1834.866426873747,886.405831341559,2656.8156631657066,txn_count
2019-11-22,1973.9899237936238,1116.99876630583,2851.9688759332394,txn_count
2019-11-23,2722.274112109229,1788.6162618580884,3679.3992844752697,txn_count
2019-11-24,3434.224584377766,2529.4029824383642,4415.696281649091,txn_count
2019-11-25,3637.7515087465863,2751.555668713738,4523.593835147839,txn_count
2019-11-26,2487.66521555079,1564.815296131661,3329.2506327218175,txn_count
2019-11-27,2239.339460147686,1343.3533283094973,3120.103483090069,txn_count
2019-11-28,2588.319563501931,1645.4769989962203,3525.700241816087,txn_count
2019-11-29,2798.2866641098663,1831.1318247524043,3740.4139391266194,txn_count
2019-11-30,3610.8964593539354,2676.362936630351,4487.166524297034,txn_count
2019-12-01,4379.090129544618,3462.8844432050155,5318.128142894941,txn_count
2019-12-02,4629.313893136357,3688.0366503371088,5591.482235625444,txn_count
2019-12-03,3515.0446329027914,2605.6357865569635,4404.889984016786,txn_count
2019-12-04,3290.485547246391,2319.6867426450744,4251.9967595851895,txn_count
2019-12-05,3650.2036996160186,2783.8078458166888,4601.751256579948,txn_count
2019-12-06,3857.1199591292466,2936.9688745436347,4826.397162697719,txn_count
2019-12-07,4652.369051513371,3717.9978352752805,5545.416345012201,txn_count
2019-12-08,5388.626853173055,4492.556843686501,6323.785574500783,txn_count
2019-12-09,5592.340929694667,4630.441362015902,6518.62659355321,txn_count
2019-12-10,4417.258551603178,3576.4305838885734,5302.097901668102,txn_count
2019-12-11,4118.130378947376,3201.028115150695,5101.802236356877,txn_count
2019-12-12,4390.332788924787,3434.514769168344,5285.89830586211,txn_count
2019-12-13,4497.848283522146,3567.6872072542315,5418.086267767504,txn_count
2019-12-14,5183.107504441109,4216.592128605663,6106.903736583798,txn_count
2019-12-15,5800.293241604437,4863.989325130055,6717.605429528501,txn_count
2019-12-16,5877.542931576874,4962.851762434756,6749.819606787213,txn_count
2019-12-17,4570.447373596304,3725.966739450548,5526.99565422964,txn_count
2019-12-18,4135.710139799725,3244.874993400188,4980.722570875461,txn_count
2019-12-19,4270.740297804246,3374.6460132976754,5163.24813650051,txn_count
2019-12-20,4241.589889680042,3369.423256903552,5225.792018807438,txn_count
2019-12-21,4792.7550206701035,3871.161322228297,5720.993879481418,txn_count
2019-12-22,5280.438981214896,4385.853762654154,6190.418141388625,txn_count
2019-12-23,5234.714819871822,4287.356616973862,6135.027495792368,txn_count
2019-12-24,3812.985992969843,2898.8044514719063,4695.947127093835,txn_count
2019-12-25,3273.6104205609595,2369.0271458297025,4158.384431657482,txn_count
2019-12-26,3315.46135439305,2424.168563768871,4258.589997073632,txn_count
2019-12-27,3205.8372050116113,2338.029962382946,4052.6470851234253,txn_count
2019-12-28,3690.239512133703,2752.701327585146,4573.5817488085695,txn_count
2019-12-29,4125.619324702618,3218.317276808448,5034.762379852145,txn_count
2019-12-30,4042.5270562244796,3134.5048707472497,4934.744633859591,txn_count
2019-12-31,2598.567379233538,1670.9848454504388,3461.1148954161913,txn_count
2020-01-01,2052.0232190060165,1101.1261054998374,2945.152353069292,txn_count
2020-01-02,2101.422469692733,1113.9742988547555,2962.8953505334434,txn_count
2020-01-03,2013.459388382645,1127.980409073175,2862.619842472165,txn_count
2020-01-04,2532.7897984162373,1555.2542751969313,3406.853520460921,txn_count
2020-01-05,3015.298564966704,2058.8137735167443,3900.31584258748,txn_count
2020-01-06,2990.27656201548,2124.7988340897173,3952.2839860435543,txn_count
2020-01-07,1613.905326904378,716.43923231888,2527.2512971965134,txn_count
